county,year,month,precip_in
Fresno,2019,11,0.72
Fresno,2019,12,2.16
Fresno,2020,1,0.64
Fresno,2020,2,0.0
Fresno,2020,3,2.1
Fresno,2020,4,1.65
Fresno,2020,5,0.12
Fresno,2020,6,0.0
Fresno,2020,7,0.0
Fresno,2020,8,0.0
Fresno,2020,9,0.0
Fresno,2020,10,0.0
Fresno,2020,11,0.28
Fresno,2020,12,1.14
Fresno,2021,1,3.4
Fresno,2021,2,0.52
Fresno,2021,3,1.33
Fresno,2021,4,0.15
Fresno,2021,5,0.0
Fresno,2021,6,0.0
Fresno,2021,7,0.0
Fresno,2021,8,0.0
Fresno,2021,9,0.0
Fresno,2021,10,1.27
Fresno,2021,11,0.3
Fresno,2021,12,3.64
Fresno,2022,1,0.0
Fresno,2022,2,0.04
Fresno,2022,3,0.74
Fresno,2022,4,0.3
Fresno,2022,5,0.0
Fresno,2022,6,0.0
Fresno,2022,7,0.0
Fresno,2022,8,0.0
Fresno,2022,9,0.06
Fresno,2022,10,0.0
Fresno,2022,11,0.94
Fresno,2022,12,4.3
Fresno,2023,1,4.18
Fresno,2023,2,3.83
Fresno,2023,3,4.46
Fresno,2023,4,0.0
Fresno,2023,5,0.35
Fresno,2023,6,0.0
Fresno,2023,7,0.0
Fresno,2023,8,0.19
Fresno,2023,9,0.0
Fresno,2023,10,0.0
Fresno,2023,11,0.21
Fresno,2023,12,0.68
Fresno,2024,1,1.9
Fresno,2024,2,3.37
Fresno,2024,3,2.16
Fresno,2024,4,1.37
Fresno,2024,5,0.34
Fresno,2024,6,0.0
Fresno,2024,7,0.01
Fresno,2024,8,0.0
Fresno,2024,9,0.0
Fresno,2024,10,0.0
Fresno,2024,11,1.95
Fresno,2024,12,1.01
Fresno,2025,1,0.05
Fresno,2025,2,1.61
Fresno,2025,3,3.3
Fresno,2025,4,0.39
Fresno,2025,5,0.0
Fresno,2025,6,0.0
GLENN,2009,10,2.56
GLENN,2009,11,0.69
GLENN,2009,12,2.87
GLENN,2010,1,9.26
GLENN,2010,2,3.95
GLENN,2010,3,1.03
GLENN,2010,4,4.01
GLENN,2010,5,0.68
GLENN,2010,6,0.02
GLENN,2010,7,0.0
GLENN,2010,8,0.02
GLENN,2010,9,0.31
GLENN,2010,10,4.33
GLENN,2010,11,1.05
GLENN,2010,12,4.67
GLENN,2011,1,1.71
GLENN,2011,2,1.99
GLENN,2011,3,6.12
GLENN,2011,4,0.17
GLENN,2011,5,1.18
GLENN,2011,6,2.56
GLENN,2011,7,0.0
GLENN,2011,8,0.0
GLENN,2011,9,0.03
GLENN,2011,10,1.32
GLENN,2011,11,1.98
GLENN,2011,12,0.06
GLENN,2012,1,3.41
GLENN,2012,2,1.29
GLENN,2012,3,2.91
GLENN,2012,4,1.31
GLENN,2012,5,0.03
GLENN,2012,6,0.0
GLENN,2012,7,0.0
GLENN,2012,8,0.02
GLENN,2012,9,0.0
GLENN,2012,10,0.41
GLENN,2012,11,5.19
GLENN,2012,12,6.56
GLENN,2013,1,1.51
GLENN,2013,2,0.04
GLENN,2013,3,0.66
GLENN,2013,4,1.92
GLENN,2013,5,0.23
GLENN,2013,6,0.19
GLENN,2013,7,0.0
GLENN,2013,8,0.0
GLENN,2013,9,0.07
GLENN,2013,10,0.0
GLENN,2013,11,0.57
GLENN,2013,12,0.1
GLENN,2014,1,0.03
GLENN,2014,2,4.46
GLENN,2014,3,3.6
GLENN,2014,4,1.37
GLENN,2014,5,0.78
GLENN,2014,6,0.0
GLENN,2014,7,0.0
GLENN,2014,8,0.21
GLENN,2014,9,0.45
GLENN,2014,10,0.1
GLENN,2014,11,2.3
GLENN,2014,12,10.88
GLENN,2015,1,0.06
GLENN,2015,2,2.87
GLENN,2015,3,0.09
GLENN,2015,4,1.44
GLENN,2015,5,1.17
GLENN,2015,6,0.16
GLENN,2015,7,0.24
GLENN,2015,8,0.0
GLENN,2015,9,0.63
GLENN,2015,10,0.13
GLENN,2015,11,0.7
GLENN,2015,12,3.08
GLENN,2016,1,7.36
GLENN,2016,2,0.46
GLENN,2016,3,5.12
GLENN,2016,4,0.51
GLENN,2016,5,0.92
GLENN,2016,6,0.26
GLENN,2016,7,0.0
GLENN,2016,8,0.0
GLENN,2016,9,0.0
GLENN,2016,10,1.56
GLENN,2016,11,2.08
GLENN,2016,12,3.47
GLENN,2017,1,8.29
GLENN,2017,2,7.55
GLENN,2017,3,1.64
GLENN,2017,4,1.83
GLENN,2017,5,0.01
GLENN,2017,6,0.03
GLENN,2017,7,0.0
GLENN,2017,8,0.0
GLENN,2017,9,0.08
GLENN,2017,10,0.0
GLENN,2017,11,1.55
GLENN,2017,12,0.0
GLENN,2018,1,3.04
GLENN,2018,2,0.0
GLENN,2018,3,2.54
GLENN,2018,4,2.37
GLENN,2018,5,0.21
GLENN,2018,6,0.0
GLENN,2018,7,0.0
GLENN,2018,8,0.0
GLENN,2018,9,0.0
GLENN,2018,10,1.08
GLENN,2018,11,3.1
GLENN,2018,12,1.6
GLENN,2019,1,6.73
GLENN,2019,2,11.59
GLENN,2019,3,5.97
GLENN,2019,4,0.91
GLENN,2019,5,1.77
GLENN,2019,6,0.0
GLENN,2019,7,0.0
GLENN,2019,8,0.02
GLENN,2019,9,0.1
GLENN,2019,10,0.0
GLENN,2019,11,0.66
GLENN,2019,12,4.81
GLENN,2020,1,0.92
GLENN,2020,2,0.0
GLENN,2020,3,1.31
GLENN,2020,4,0.21
GLENN,2020,5,1.09
GLENN,2020,6,0.06
GLENN,2020,7,0.0
GLENN,2020,8,0.02
GLENN,2020,9,0.01
GLENN,2020,10,0.0
GLENN,2020,11,0.39
GLENN,2020,12,0.62
GLENN,2021,1,2.93
GLENN,2021,2,1.87
GLENN,2021,3,1.31
GLENN,2021,4,0.17
GLENN,2021,5,0.02
GLENN,2021,6,0.11
GLENN,2021,7,0.0
GLENN,2021,8,0.0
GLENN,2021,9,0.11
GLENN,2021,10,5.11
GLENN,2021,11,0.95
GLENN,2021,12,3.11
GLENN,2022,1,0.04
GLENN,2022,2,0.0
GLENN,2022,3,0.58
GLENN,2022,4,0.24
GLENN,2022,5,0.27
GLENN,2022,6,0.33
GLENN,2022,7,0.01
GLENN,2022,8,0.01
GLENN,2022,9,4.44
GLENN,2022,10,0.0
GLENN,2022,11,1.05
GLENN,2022,12,4.73
GLENN,2023,1,11.24
GLENN,2023,2,1.63
GLENN,2023,3,7.15
GLENN,2023,4,0.38
GLENN,2023,5,2.04
GLENN,2023,6,0.1
GLENN,2023,7,0.0
GLENN,2023,8,0.03
GLENN,2023,9,0.45
GLENN,2023,10,0.56
GLENN,2023,11,1.2
GLENN,2023,12,5.27
GLENN,2024,1,4.7
GLENN,2024,2,6.15
GLENN,2024,4,1.62
GLENN,2024,5,0.7
GLENN,2024,6,0.0
GLENN,2024,7,0.0
GLENN,2024,8,0.0
GLENN,2024,9,0.05
GLENN,2024,10,0.11
GLENN,2024,11,6.01
GLENN,2024,12,4.34
GLENN,2025,1,0.17
GLENN,2025,2,4.72
GLENN,2025,3,1.21
GLENN,2025,4,0.16
GLENN,2025,5,0.05
GLENN,2025,6,0.0
HUMBOLDT,2009,10,1.83
HUMBOLDT,2009,11,5.15
HUMBOLDT,2009,12,5.9
HUMBOLDT,2010,1,10.26
HUMBOLDT,2010,2,5.94
HUMBOLDT,2010,3,7.02
HUMBOLDT,2010,4,8.09
HUMBOLDT,2010,5,3.6
HUMBOLDT,2010,6,2.44
HUMBOLDT,2010,7,0.0
HUMBOLDT,2010,8,0.3
HUMBOLDT,2010,9,1.59
HUMBOLDT,2010,10,9.03
HUMBOLDT,2010,11,6.01
HUMBOLDT,2010,12,14.04
HUMBOLDT,2011,1,3.12
HUMBOLDT,2011,2,4.48
HUMBOLDT,2011,3,13.05
HUMBOLDT,2011,4,4.87
HUMBOLDT,2011,5,2.36
HUMBOLDT,2011,6,1.78
HUMBOLDT,2011,7,0.12
HUMBOLDT,2011,8,0.0
HUMBOLDT,2011,9,0.2
HUMBOLDT,2011,10,4.89
HUMBOLDT,2011,11,5.05
HUMBOLDT,2011,12,2.2
HUMBOLDT,2012,1,12.34
HUMBOLDT,2012,2,3.64
HUMBOLDT,2012,3,13.56
HUMBOLDT,2012,4,4.59
HUMBOLDT,2012,5,0.64
HUMBOLDT,2012,6,1.32
HUMBOLDT,2012,7,0.28
HUMBOLDT,2012,8,0.0
HUMBOLDT,2012,9,0.0
HUMBOLDT,2012,10,4.18
HUMBOLDT,2012,11,7.32
HUMBOLDT,2012,12,15.0
HUMBOLDT,2013,1,2.4
HUMBOLDT,2013,2,1.56
HUMBOLDT,2013,3,3.04
HUMBOLDT,2013,4,2.36
HUMBOLDT,2013,5,1.9
HUMBOLDT,2013,6,0.66
HUMBOLDT,2013,7,0.04
HUMBOLDT,2013,8,0.32
HUMBOLDT,2013,9,4.56
HUMBOLDT,2013,10,0.02
HUMBOLDT,2013,11,1.63
HUMBOLDT,2013,12,1.04
HUMBOLDT,2014,1,1.8
HUMBOLDT,2014,2,13.63
HUMBOLDT,2014,3,11.13
HUMBOLDT,2014,4,1.66
HUMBOLDT,2014,5,0.49
HUMBOLDT,2014,6,0.68
HUMBOLDT,2014,7,0.0
HUMBOLDT,2014,8,0.0
HUMBOLDT,2014,9,2.17
HUMBOLDT,2014,10,6.54
HUMBOLDT,2014,11,5.66
HUMBOLDT,2014,12,9.1
HUMBOLDT,2015,1,2.54
HUMBOLDT,2015,2,6.49
HUMBOLDT,2015,3,3.41
HUMBOLDT,2015,4,1.51
HUMBOLDT,2015,5,0.45
HUMBOLDT,2015,6,0.11
HUMBOLDT,2015,7,0.5
HUMBOLDT,2015,8,0.33
HUMBOLDT,2015,9,0.66
HUMBOLDT,2015,10,0.73
HUMBOLDT,2015,11,3.64
HUMBOLDT,2015,12,22.41
HUMBOLDT,2016,1,13.15
HUMBOLDT,2016,2,3.86
HUMBOLDT,2016,3,11.56
HUMBOLDT,2016,4,2.65
HUMBOLDT,2016,5,0.68
HUMBOLDT,2016,6,0.56
HUMBOLDT,2016,7,0.12
HUMBOLDT,2016,8,0.02
HUMBOLDT,2016,9,0.0
HUMBOLDT,2016,10,13.64
HUMBOLDT,2016,11,7.22
HUMBOLDT,2016,12,5.44
HUMBOLDT,2017,1,13.88
HUMBOLDT,2017,2,15.0
HUMBOLDT,2017,3,10.76
HUMBOLDT,2017,4,6.44
HUMBOLDT,2017,5,1.61
HUMBOLDT,2017,6,0.92
HUMBOLDT,2017,7,0.08
HUMBOLDT,2017,8,0.04
HUMBOLDT,2017,9,1.6
HUMBOLDT,2017,10,2.28
HUMBOLDT,2017,11,10.52
HUMBOLDT,2017,12,2.32
HUMBOLDT,2018,1,8.28
HUMBOLDT,2018,2,2.8
HUMBOLDT,2018,3,8.04
HUMBOLDT,2018,4,6.8
HUMBOLDT,2018,5,0.8
HUMBOLDT,2018,6,0.36
HUMBOLDT,2018,7,0.0
HUMBOLDT,2018,8,0.0
HUMBOLDT,2018,9,0.64
HUMBOLDT,2018,10,0.84
HUMBOLDT,2018,11,7.28
HUMBOLDT,2018,12,6.0
HUMBOLDT,2019,1,9.88
HUMBOLDT,2019,2,14.48
HUMBOLDT,2019,3,3.76
HUMBOLDT,2019,4,4.12
HUMBOLDT,2019,5,2.8
HUMBOLDT,2019,6,0.05
HUMBOLDT,2019,7,0.01
HUMBOLDT,2019,8,0.29
HUMBOLDT,2019,9,2.78
HUMBOLDT,2019,10,1.79
HUMBOLDT,2019,11,2.49
HUMBOLDT,2019,12,6.23
HUMBOLDT,2020,1,0.94
HUMBOLDT,2020,2,0.26
HUMBOLDT,2020,3,0.02
HUMBOLDT,2020,4,1.6
HUMBOLDT,2020,5,4.0
HUMBOLDT,2020,6,4.66
HUMBOLDT,2020,7,0.0
HUMBOLDT,2020,8,0.0
HUMBOLDT,2020,9,1.32
HUMBOLDT,2020,10,1.87
HUMBOLDT,2020,11,4.33
HUMBOLDT,2020,12,6.5
HUMBOLDT,2021,1,7.53
HUMBOLDT,2021,2,7.89
HUMBOLDT,2021,3,2.58
HUMBOLDT,2021,4,0.83
HUMBOLDT,2021,5,0.05
HUMBOLDT,2021,6,1.28
HUMBOLDT,2021,7,0.13
HUMBOLDT,2021,8,0.04
HUMBOLDT,2021,9,1.64
HUMBOLDT,2021,10,5.8
HUMBOLDT,2021,11,3.84
HUMBOLDT,2021,12,10.16
HUMBOLDT,2022,1,0.0
HUMBOLDT,2022,2,0.0
HUMBOLDT,2022,3,0.0
HUMBOLDT,2022,4,7.12
HUMBOLDT,2022,5,2.65
HUMBOLDT,2022,6,1.92
HUMBOLDT,2022,7,0.48
HUMBOLDT,2022,8,0.0
HUMBOLDT,2022,9,0.19
HUMBOLDT,2022,10,0.08
HUMBOLDT,2022,11,4.2
HUMBOLDT,2022,12,14.4
HUMBOLDT,2023,1,8.72
HUMBOLDT,2023,2,4.88
HUMBOLDT,2023,3,11.04
HUMBOLDT,2023,4,3.04
HUMBOLDT,2023,5,1.28
HUMBOLDT,2023,6,0.24
HUMBOLDT,2023,7,0.0
HUMBOLDT,2023,8,0.24
HUMBOLDT,2023,9,2.35
HUMBOLDT,2023,10,2.28
HUMBOLDT,2023,11,5.79
HUMBOLDT,2023,12,8.92
HUMBOLDT,2024,1,15.63
HUMBOLDT,2024,2,7.28
HUMBOLDT,2024,3,12.04
HUMBOLDT,2024,4,1.4
HUMBOLDT,2024,5,1.68
HUMBOLDT,2024,6,0.48
HUMBOLDT,2024,7,0.0
HUMBOLDT,2024,8,1.48
HUMBOLDT,2024,9,0.12
HUMBOLDT,2024,10,2.4
HUMBOLDT,2024,11,14.68
HUMBOLDT,2024,12,15.09
HUMBOLDT,2025,1,6.66
HUMBOLDT,2025,2,11.84
HUMBOLDT,2025,3,10.36
HUMBOLDT,2025,4,2.6
HUMBOLDT,2025,5,0.6
HUMBOLDT,2025,6,0.0
INYO,2009,10,2.72
INYO,2009,11,1.5
INYO,2009,12,1.18
INYO,2010,1,3.62
INYO,2010,2,1.65
INYO,2010,3,3.51
INYO,2010,4,7.92
INYO,2010,10,1.97
INYO,2010,11,1.34
INYO,2010,12,9.26
INYO,2011,1,3.01
INYO,2011,2,0.47
INYO,2011,3,5.87
INYO,2011,4,1.1
INYO,2011,5,1.1
INYO,2011,6,0.08
INYO,2011,7,1.46
INYO,2011,8,0.0
INYO,2011,10,1.77
INYO,2011,11,1.46
INYO,2011,12,0.0
INYO,2012,1,3.5
INYO,2012,2,0.74
INYO,2012,3,1.7
INYO,2012,4,1.34
INYO,2012,5,0.08
INYO,2012,6,0.12
INYO,2012,7,0.16
INYO,2012,8,2.36
INYO,2012,10,0.88
INYO,2012,11,1.5
INYO,2012,12,3.14
INYO,2013,1,1.0
INYO,2013,2,0.4
INYO,2013,3,0.16
INYO,2013,4,0.44
INYO,2013,5,0.68
INYO,2013,6,0.08
INYO,2013,7,1.56
INYO,2013,8,0.6
INYO,2013,9,0.44
INYO,2013,10,1.24
INYO,2013,11,2.06
INYO,2013,12,1.0
INYO,2014,1,1.04
INYO,2014,2,2.52
INYO,2014,3,1.72
INYO,2014,4,1.6
INYO,2014,5,1.28
INYO,2014,6,0.0
INYO,2014,7,1.72
INYO,2014,8,1.84
INYO,2014,9,0.8
INYO,2014,10,0.04
INYO,2014,11,0.08
INYO,2014,12,2.36
INYO,2015,1,0.16
INYO,2015,2,2.72
INYO,2015,3,0.72
INYO,2015,4,0.64
INYO,2015,5,2.72
INYO,2015,6,0.64
INYO,2015,7,2.6
INYO,2015,8,0.28
INYO,2015,9,0.0
INYO,2015,10,2.48
INYO,2015,11,0.4
INYO,2015,12,1.72
INYO,2016,1,5.74
INYO,2016,2,0.68
INYO,2016,3,1.88
INYO,2016,4,2.54
INYO,2016,5,0.92
INYO,2016,6,1.24
INYO,2016,7,0.08
INYO,2016,8,0.28
INYO,2016,9,0.08
INYO,2016,10,3.28
INYO,2016,11,0.12
INYO,2016,12,2.32
INYO,2017,1,17.32
INYO,2017,2,8.06
INYO,2017,3,1.24
INYO,2017,4,4.08
INYO,2017,5,1.52
INYO,2017,6,0.0
INYO,2017,7,0.0
INYO,2017,8,0.64
INYO,2017,9,0.52
INYO,2017,10,0.0
INYO,2017,11,2.74
INYO,2017,12,0.08
INYO,2018,1,0.8
INYO,2018,2,0.76
INYO,2018,3,7.4
INYO,2018,4,1.66
INYO,2018,5,2.4
INYO,2018,6,0.0
INYO,2018,7,3.12
INYO,2018,8,0.96
INYO,2018,9,0.2
INYO,2018,10,0.6
INYO,2018,11,2.94
INYO,2018,12,0.88
INYO,2019,1,4.6
INYO,2019,2,7.8
INYO,2019,3,5.22
INYO,2019,4,0.64
INYO,2019,5,4.62
INYO,2019,6,0.16
INYO,2019,7,0.36
INYO,2019,8,0.0
INYO,2019,9,0.76
INYO,2019,10,0.0
INYO,2019,11,2.12
INYO,2019,12,2.88
INYO,2020,1,0.64
INYO,2020,2,0.64
INYO,2020,3,1.8
INYO,2020,4,4.36
INYO,2020,5,0.0
INYO,2020,6,0.0
INYO,2020,7,0.0
INYO,2020,8,0.1
INYO,2020,9,0.0
INYO,2020,10,0.01
INYO,2020,11,0.36
INYO,2020,12,1.0
INYO,2021,1,2.7
INYO,2021,2,0.56
INYO,2021,3,1.64
INYO,2021,4,0.04
INYO,2021,5,0.44
INYO,2021,6,0.16
INYO,2021,7,1.4
INYO,2021,8,0.04
INYO,2021,9,0.4
Imperial,2009,10,0.0
Imperial,2009,11,0.0
Imperial,2009,12,0.34
Imperial,2010,1,2.09
Imperial,2010,2,0.55
Imperial,2010,3,0.66
Imperial,2010,4,0.1
Imperial,2010,5,0.0
Imperial,2010,6,0.0
Imperial,2010,7,0.02
Imperial,2010,8,0.16
Imperial,2010,9,0.06
Imperial,2010,10,1.37
Imperial,2010,11,0.0
Imperial,2010,12,0.47
Imperial,2011,1,0.0
Imperial,2011,2,0.64
Imperial,2011,3,0.0
Imperial,2011,4,0.0
Imperial,2011,5,0.0
Imperial,2011,6,0.0
Imperial,2011,7,0.0
Imperial,2011,8,0.0
Imperial,2011,9,0.09
Imperial,2011,10,0.01
Imperial,2011,11,0.13
Imperial,2011,12,0.3
Imperial,2012,1,0.0
Imperial,2012,2,0.17
Imperial,2012,3,0.0
Imperial,2012,4,0.06
Imperial,2012,5,0.0
Imperial,2012,6,0.0
Imperial,2012,7,1.01
Imperial,2012,9,0.02
Imperial,2012,10,0.0
Imperial,2012,11,0.0
Imperial,2012,12,0.43
Imperial,2013,1,0.57
Imperial,2013,2,0.01
Imperial,2013,3,0.03
Imperial,2013,4,0.0
Imperial,2013,5,0.0
Imperial,2013,6,0.0
Imperial,2013,7,0.05
Imperial,2013,8,0.57
Imperial,2013,9,0.53
Imperial,2013,10,0.01
Imperial,2013,11,0.95
Imperial,2013,12,0.0
Imperial,2014,1,0.0
Imperial,2014,2,0.0
Imperial,2014,3,0.01
Imperial,2014,4,0.0
Imperial,2014,5,0.0
Imperial,2014,6,0.0
Imperial,2014,7,0.0
Imperial,2014,8,1.53
Imperial,2014,9,0.07
Imperial,2014,10,0.0
Imperial,2014,11,0.03
Imperial,2014,12,0.09
Imperial,2015,1,0.13
Imperial,2015,2,0.0
Imperial,2015,3,0.56
Imperial,2015,4,0.0
Imperial,2015,5,0.62
Imperial,2015,6,0.08
Imperial,2015,10,0.41
Imperial,2015,11,0.0
Imperial,2015,12,0.02
Imperial,2016,1,1.2
Imperial,2016,2,0.0
Imperial,2016,6,0.08
Imperial,2016,10,0.0
Imperial,2016,11,0.0
Imperial,2016,12,0.85
Imperial,2017,1,0.78
Imperial,2017,2,0.52
Imperial,2017,3,0.0
Imperial,2017,4,0.0
Imperial,2018,10,0.79
Imperial,2018,11,0.0
Imperial,2018,12,1.09
Imperial,2019,1,0.26
Imperial,2019,2,0.25
Imperial,2019,3,0.1
Imperial,2019,4,0.02
Imperial,2019,5,0.01
Imperial,2019,6,0.0
Imperial,2019,7,0.0
Imperial,2019,8,0.0
Imperial,2019,9,0.44
Imperial,2019,10,0.22
Imperial,2019,11,0.44
Imperial,2019,12,0.29
Imperial,2020,1,0.11
Imperial,2020,2,0.36
Imperial,2020,3,0.24
Imperial,2020,4,0.18
Imperial,2020,5,0.0
Imperial,2020,6,0.99
Imperial,2020,7,0.0
Imperial,2020,8,0.0
Imperial,2020,9,0.0
Imperial,2020,10,0.0
Imperial,2020,11,0.0
Imperial,2020,12,0.0
Imperial,2021,1,0.75
Imperial,2021,2,0.05
Imperial,2021,3,0.02
Imperial,2021,4,0.0
Imperial,2021,5,0.0
Imperial,2021,6,0.0
Imperial,2021,7,0.0
Imperial,2021,8,0.0
Imperial,2021,9,0.02
Imperial,2021,10,0.02
Imperial,2021,11,0.0
Imperial,2021,12,0.18
Imperial,2022,1,0.0
Imperial,2022,2,0.0
Imperial,2022,3,0.0
Imperial,2022,4,0.0
Imperial,2022,5,0.0
Imperial,2022,6,0.0
Imperial,2022,7,0.0
Imperial,2022,8,0.0
Imperial,2022,9,1.3
Imperial,2022,10,0.55
Imperial,2022,11,0.07
Imperial,2022,12,0.05
Imperial,2023,1,0.54
Imperial,2023,2,0.01
Imperial,2023,3,0.17
Imperial,2023,4,0.0
Imperial,2023,5,0.0
Imperial,2023,6,0.0
Imperial,2023,7,0.0
Imperial,2023,8,1.0
Imperial,2023,9,0.52
Imperial,2023,10,0.0
Imperial,2023,11,0.23
Imperial,2023,12,0.0
Imperial,2024,1,1.16
Imperial,2024,2,0.02
Imperial,2024,3,0.1
Imperial,2024,4,0.0
Imperial,2024,5,0.0
Imperial,2024,6,0.0
Imperial,2024,7,0.0
Imperial,2024,8,0.0
Imperial,2024,9,0.0
Imperial,2024,10,0.0
Imperial,2024,11,0.0
Imperial,2024,12,0.0
Imperial,2025,1,0.0
Imperial,2025,2,0.0
Imperial,2025,3,0.15
Imperial,2025,4,0.0
Imperial,2025,5,0.0
Imperial,2025,6,0.01
KERN,2009,10,1.09
KERN,2009,11,0.12
KERN,2009,12,6.88
KERN,2010,1,7.13
KERN,2010,2,5.99
KERN,2010,3,1.32
KERN,2010,4,3.02
KERN,2010,5,0.22
KERN,2010,6,0.0
KERN,2010,7,0.0
KERN,2010,8,0.0
KERN,2010,9,0.0
KERN,2010,10,0.88
KERN,2010,11,3.39
KERN,2010,12,24.32
KERN,2011,1,3.68
KERN,2011,2,2.36
KERN,2011,3,4.24
KERN,2011,4,0.19
KERN,2011,5,1.62
KERN,2011,6,0.01
KERN,2011,7,0.52
KERN,2011,8,0.19
KERN,2011,9,0.34
KERN,2011,10,1.73
KERN,2011,11,2.11
KERN,2011,12,0.39
KERN,2012,1,2.35
KERN,2012,2,0.6
KERN,2012,3,3.06
KERN,2012,4,2.61
KERN,2012,5,0.09
KERN,2012,6,0.07
KERN,2012,7,0.01
KERN,2012,8,0.03
KERN,2012,9,0.0
KERN,2012,10,0.25
KERN,2012,11,0.39
KERN,2012,12,4.54
KERN,2013,1,1.91
KERN,2013,2,3.42
KERN,2013,3,1.01
KERN,2013,4,0.61
KERN,2013,5,0.25
KERN,2013,6,0.0
KERN,2013,7,0.12
KERN,2013,8,0.57
KERN,2013,9,0.0
KERN,2013,10,0.72
KERN,2013,11,1.05
KERN,2013,12,1.65
KERN,2014,1,0.69
KERN,2014,2,5.06
KERN,2014,3,1.83
KERN,2014,4,1.99
KERN,2014,5,0.22
KERN,2014,6,0.04
KERN,2014,7,0.0
KERN,2014,8,0.4
KERN,2014,9,0.0
KERN,2014,10,0.04
KERN,2014,11,0.37
KERN,2014,12,9.24
KERN,2015,1,1.68
KERN,2015,2,3.24
KERN,2015,3,0.4
KERN,2015,4,0.64
KERN,2015,5,0.98
KERN,2015,6,0.29
KERN,2015,7,0.36
KERN,2015,8,0.01
KERN,2015,9,0.0
KERN,2015,10,2.89
KERN,2015,11,2.47
KERN,2015,12,7.84
KERN,2016,1,6.0
KERN,2016,2,1.96
KERN,2016,3,3.07
KERN,2016,4,0.99
KERN,2016,5,0.55
KERN,2016,6,0.37
KERN,2016,7,0.13
KERN,2016,8,0.06
KERN,2016,9,0.2
KERN,2016,10,0.5
KERN,2016,11,3.54
KERN,2016,12,8.67
KERN,2017,1,29.79
KERN,2017,2,9.46
KERN,2017,3,1.06
KERN,2017,4,0.79
KERN,2017,5,0.19
KERN,2017,6,0.34
KERN,2017,7,0.07
KERN,2017,8,0.17
KERN,2017,9,0.8
KERN,2017,10,0.01
KERN,2017,11,0.94
KERN,2017,12,0.57
KERN,2018,1,2.42
KERN,2018,2,0.13
KERN,2018,3,8.82
KERN,2018,4,1.74
KERN,2018,5,0.36
KERN,2018,6,0.02
KERN,2018,7,0.03
KERN,2018,8,0.0
KERN,2018,9,1.14
KERN,2018,10,5.61
KERN,2018,11,3.76
KERN,2018,12,3.84
KERN,2019,1,8.23
KERN,2019,2,10.16
KERN,2019,3,9.65
KERN,2019,4,0.25
KERN,2019,5,4.25
KERN,2019,6,0.49
KERN,2019,7,0.17
KERN,2019,8,0.16
KERN,2019,9,0.31
KERN,2019,10,0.2
KERN,2019,11,4.44
KERN,2019,12,4.55
KERN,2020,1,1.24
KERN,2020,2,0.26
KERN,2020,3,2.42
KERN,2020,4,6.65
KERN,2020,5,0.21
KERN,2020,6,0.4
KERN,2020,7,0.24
KERN,2020,8,0.1
KERN,2020,9,0.17
KERN,2020,10,0.0
KERN,2020,11,0.86
KERN,2020,12,1.46
KERN,2021,1,2.51
KERN,2021,2,0.65
KERN,2021,3,1.07
KERN,2021,4,0.05
KERN,2021,5,0.02
KERN,2021,6,0.07
KERN,2021,7,0.67
KERN,2021,8,0.41
KERN,2021,9,0.59
KERN,2021,10,1.27
KERN,2021,11,0.12
KERN,2021,12,11.94
KERN,2022,1,0.14
KERN,2022,2,0.33
KERN,2022,3,0.88
KERN,2022,4,0.59
KERN,2022,5,0.05
KERN,2022,6,0.37
KERN,2022,7,0.14
KERN,2022,8,0.03
KERN,2022,9,0.04
KERN,2022,10,0.0
KERN,2022,11,3.83
KERN,2022,12,7.59
KERN,2023,1,14.62
KERN,2023,2,5.08
KERN,2023,3,16.54
KERN,2023,4,0.08
KERN,2023,5,0.3
KERN,2023,6,0.08
KERN,2023,7,0.05
KERN,2023,8,7.3
KERN,2023,9,0.16
KERN,2023,10,0.05
KERN,2023,11,0.76
KERN,2023,12,1.39
KERN,2024,1,3.0
KERN,2024,2,9.51
KERN,2024,3,3.15
KERN,2024,4,0.83
KERN,2024,5,0.12
KERN,2024,6,0.03
KERN,2024,7,0.45
KERN,2024,8,0.02
KERN,2024,9,0.29
KERN,2024,10,0.03
KERN,2024,11,8.47
KERN,2024,12,2.26
KERN,2025,1,1.18
KERN,2025,2,12.75
KERN,2025,3,13.36
KERN,2025,4,1.56
KERN,2025,5,0.38
KERN,2025,6,0.03
Kern,2009,10,2.87
Kern,2009,11,0.0
Kern,2009,12,4.25
Kern,2010,1,5.75
Kern,2010,2,4.01
Kern,2010,3,1.68
Kern,2010,4,2.41
Kern,2010,5,0.23
Kern,2010,6,0.0
Kern,2010,7,0.0
Kern,2010,8,0.0
Kern,2010,9,0.0
Kern,2010,10,0.54
Kern,2010,11,1.8
Kern,2010,12,12.47
Kern,2011,1,2.92
Kern,2011,2,2.36
Kern,2011,3,4.46
Kern,2011,4,0.0
Kern,2011,10,2.07
Kern,2011,11,1.13
Kern,2011,12,0.0
Kern,2012,1,3.58
Kern,2012,2,0.63
Kern,2012,3,2.37
Kern,2012,4,2.31
Kern,2012,5,0.0
Kern,2012,6,0.0
Kern,2012,7,0.0
Kern,2012,8,0.06
Kern,2012,9,0.0
Kern,2012,10,0.34
Kern,2012,11,0.76
Kern,2012,12,2.51
Kern,2013,1,0.0
Kern,2013,2,0.16
Kern,2013,3,0.05
Kern,2013,4,0.2
