station_id,station_name,oct,nov,dec,jan,feb,mar,apr,may,jun,jul,aug,sep
LCC,LOS ANGELES CIVIC CENTER,0.02,1.03,2.16,1.18,0.2,0.54,0.0,0.71,0.0,0.09,0.0,0.0
LAN,LOS ANGELES-WSO AIRPORT,0.15,1.31,2.82,1.3,0.2,0.66,0.06,0.39,0.0,0.03,0.0,0.0
LSB,LOS BANOS,0.04,0.69,2.71,0.93,0.16,0.32,0.53,0.0,0.0,0.0,0.0,0.0
LYT,LYTLE CREEK R S,,,,,,,,,,,,
MDR,MADERA,0.07,1.34,,,0.74,0.12,0.98,0.06,0.0,0.0,0.0,0.0
MRP,MARIPOSA RANGER STATION,,,,1.38,0.1,1.37,0.67,,,,,
MKV,MARKLEEVILLE,,,,,,1.0,,,,,,
MLD,MCCLOUD,1.6,10.53,13.56,0.87,0.56,2.97,1.64,2.22,2.19,0.26,0.0,2.68
MFS,MERCED,0.2,1.0,3.8,1.03,0.42,0.24,0.98,0.08,0.09,0.0,,0.0
MNR,MINERAL (OBSERVER),1.58,16.88,20.87,1.73,1.52,5.27,1.47,2.18,1.63,0.0,0.0,1.44
MCN,MOCCASIN,0.5,3.46,9.86,1.21,0.73,2.08,0.91,0.38,0.38,0.0,0.0,0.09
MDE,MODESTO IRRIG DISTRICT OFFICE,0.17,1.97,4.34,1.41,0.43,1.07,,0.0,0.05,0.0,0.0,0.13
MTY,MONTEREY AIRPORT,,,,,,,,,,,,
HML,MOUNT HAMILTON,0.48,5.22,,1.15,0.63,1.06,0.77,0.07,,,,
MSC,MOUNT SHASTA CITY,1.18,10.71,10.82,0.98,1.55,3.46,0.94,1.06,0.81,0.11,0.02,1.8
WLS,MOUNT WILSON NO 2,0.54,3.5,8.03,5.23,1.59,1.69,0.06,2.55,0.0,0.02,0.0,0.0
MNH,MOUNTAIN HOME,0.72,1.49,11.14,3.35,1.89,1.37,1.67,1.73,0.27,0.13,0.95,0.04
MTP,MOUNTAIN PASS,,,,,,,,,,,,
NSH,NAPA FIRE DEPARTMENT,1.51,4.8,7.87,0.74,0.35,0.93,1.19,1.15,0.68,0.0,0.0,0.67
NDL,NEEDLES,0.72,0.0,0.99,0.46,0.08,0.25,0.0,0.0,0.0,0.17,2.84,0.26
NVD,NEVADA CITY,3.67,15.36,22.54,1.76,0.89,3.82,1.8,1.25,2.12,0.0,0.22,3.32
EXC,NEW EXCHEQUER-LK MCCLURE,0.23,1.57,6.13,0.94,0.65,1.55,0.61,0.63,0.09,0.0,0.0,0.0
NLD,NILAND,0.0,0.0,,0.63,,,0.0,,0.0,,0.75,0.11
NFR,NORTH FORK R S,1.24,3.03,11.06,1.64,0.86,1.54,0.98,0.38,0.0,0.0,0.0,0.38
OSM,OCEANSIDE MARINA,0.73,0.47,1.85,1.11,0.38,1.19,0.0,0.64,0.0,0.0,0.0,0.0
ORL,ORLAND,0.37,4.11,6.9,1.27,0.31,1.06,0.7,0.13,0.13,0.0,0.0,1.6
OXN,OXNARD,0.0,1.25,1.73,1.03,0.1,0.96,0.01,0.07,0.02,0.01,0.0,0.0
PCF,PACIFIC HOUSE (OBSERVER),3.27,8.73,16.56,1.55,1.11,4.07,2.63,2.03,1.92,0.03,0.02,2.58
PMS,PALM SPRINGS,0.0,0.0,0.19,0.61,0.33,0.04,0.0,0.0,0.0,0.94,0.11,0.03
PNH,PANOCHE 2W,0.5,,1.83,0.44,,0.29,0.06,,0.0,,0.0,0.0
PSC,PASCOES,0.21,0.02,7.63,2.07,0.94,0.72,0.82,0.92,0.04,3.24,1.18,0.02
PNF,PINE FLAT DAM,0.36,1.94,5.07,0.82,1.28,0.41,0.21,0.07,0.0,0.0,0.11,0.08
PCV,PLACERVILLE,2.61,3.61,14.06,1.15,1.14,2.19,1.29,1.24,1.1,0.0,,1.01
PLE,PLUMAS EUREKA PARK,4.44,15.88,12.88,1.66,0.88,4.47,1.4,1.5,1.76,0.0,0.4,4.79
PRT,PORTOLA,1.54,5.87,7.72,0.65,0.3,0.87,0.72,0.48,0.06,0.25,0.6,1.28
QNC,QUINCY RS (USFS),2.43,11.79,14.31,1.73,0.63,3.27,1.17,1.02,0.49,0.0,0.03,1.99
RBF,RED BLUFF,0.59,4.58,7.03,0.89,0.23,0.93,0.7,0.2,0.49,0.0,0.02,0.52
RGC,ROGERS CAMP,1.94,2.6,8.92,2.45,1.9,0.92,1.09,1.49,1.57,1.04,0.24,0.0
HEA,RUSSIAN RIVER NEAR HEALDSBURG,,,,1.06,,,,,,,,
SCR,SACRAMENTO WB CITY,1.28,3.97,6.15,1.06,0.36,1.59,0.58,0.3,0.22,0.0,0.0,0.55
SGH,SAGEHEN CREEK,1.6,6.73,10.22,0.7,0.42,2.18,0.87,,,,,
SAP,SALINAS NO2,0.2,3.09,3.79,0.95,0.6,0.72,0.36,0.0,0.0,0.0,0.07,0.14
SDG,SAN DIEGO NWS-LINDBERGH FIELD,0.7,0.28,2.19,1.21,0.63,1.22,0.01,0.26,0.0,0.05,0.0,0.0
SFF,SAN FRANCISCO WB AP,1.47,4.5,7.11,0.49,0.85,0.97,1.01,0.04,0.15,0.0,0.04,0.39
SLO,SAN LUIS OBISPO POLY,1.35,2.65,5.3,1.35,0.89,0.68,0.06,0.31,0.01,0.03,0.0,0.02
ANA,SANTA ANA FIRE STA,0.32,0.54,1.62,0.84,0.32,0.37,0.03,0.54,0.0,0.06,0.0,0.0
SBR,SANTA BARBARA SANITATION,0.04,1.93,4.05,2.04,0.18,1.06,0.03,0.01,0.02,0.07,0.0,0.0
CRZ,SANTA CRUZ,0.53,5.56,7.95,0.9,0.31,1.45,0.93,0.02,0.16,0.03,0.0,0.19
SRO,SANTA ROSA,1.48,8.42,7.18,0.57,,,,,,,,
SCA,SCOTIA,2.24,8.66,14.44,3.02,1.47,3.45,1.61,0.87,0.37,0.0,0.5,3.78
SRR,SIERRAVILLE RS (USFS),1.25,7.69,8.46,0.46,0.24,1.06,0.19,0.87,0.1,0.0,0.0,0.74
SLP,SLY PARK,2.3,9.28,12.79,1.28,0.92,2.39,2.66,1.28,1.57,0.0,0.0,2.4
SSG,SODA SPRINGS 1 E,3.74,11.93,13.91,1.33,1.14,4.65,1.38,2.56,1.89,0.0,0.75,2.48
SOR,SONORA RS,0.82,4.31,10.61,1.41,0.86,1.72,1.47,0.27,0.25,0.0,0.0,0.64
SEY,SOUTH ENTRANCE YOSEMITE,1.83,4.86,11.26,0.96,0.83,2.37,0.71,1.04,0.0,0.51,0.02,1.4
SLK,SOUTH LAKE,0.88,1.5,3.14,1.0,0.4,0.16,0.44,0.68,0.08,1.56,0.6,0.44
SGV,SPRINGVILLE TULE POWERPLANT,0.65,1.7,5.88,1.34,1.94,1.0,0.36,0.45,0.0,0.11,0.07,0.01
SNH,STANDISH HICKEY PARK,,,,,,,,,,,,
STK,STOCKTON FIRE STATION 4,0.53,,,,,0.2,0.0,,,0.0,0.0,
STG,STONY GORGE RESERVOIR,0.41,5.19,6.56,1.51,0.04,0.66,1.92,0.23,0.19,0.0,0.0,0.07
STV,STRAWBERRY VALLEY,4.83,24.54,24.5,1.23,1.19,6.19,1.55,1.1,3.11,0.0,0.0,2.5
SCC,SUCCESS DAM,0.33,0.44,2.93,0.95,1.19,0.79,0.0,0.36,0.04,0.0,0.01,0.0
SSN,SUSANVILLE,0.53,3.69,5.84,0.59,0.11,0.26,0.1,0.15,0.53,0.8,0.8,1.09
TAC,TAHOE CITY (NWS),1.53,5.12,11.72,0.62,0.14,1.92,0.41,1.99,0.84,0.18,0.1,0.62
TRM,TERMINUS DAM,0.28,0.91,2.99,0.71,0.87,0.49,0.02,0.51,0.0,0.06,0.0,0.06
3RV,THREE RIVERS PH NO 1,0.63,1.21,5.77,1.85,1.18,1.1,0.25,0.27,0.0,0.17,0.06,0.02
TCR,TRACY CARBONA,0.18,1.15,3.22,1.1,1.1,0.38,0.99,0.0,0.11,0.0,0.0,0.23
TKE,TRUCKEE RS (OBS),1.58,6.05,7.33,0.48,0.13,1.47,0.51,1.78,0.45,0.03,0.01,0.85
29P,TWENTYNINE PALMS,0.0,0.0,0.03,0.07,0.0,0.0,0.0,0.0,0.0,0.24,0.61,0.62
UKH,UKIAH,0.65,8.67,15.79,1.25,0.21,2.67,1.57,,,,,1.38
VNT,VINTON,0.52,2.57,7.8,0.46,0.01,0.42,0.45,0.61,0.16,0.49,0.29,1.12
VSL,VISALIA,0.03,0.14,1.68,0.26,0.9,0.51,0.0,0.85,0.0,0.0,0.05,0.0
WSC,WASCO,0.05,0.36,0.65,0.71,0.16,1.08,0.0,0.14,0.0,0.0,0.0,0.0
WTW,WATSONVILLE WATER,0.41,2.98,7.89,0.72,0.53,0.53,0.79,0.0,0.03,0.01,0.0,0.06
WVR,WEAVERVILLE RS,1.52,7.44,13.88,1.48,0.64,3.0,1.39,1.24,0.9,0.71,0.91,1.43
WPT,WEST POINT,1.73,8.03,9.96,1.33,0.89,3.13,1.85,0.68,1.01,0.0,0.0,1.36
WDL,WOODLAND 1 WNW,1.05,3.05,7.28,0.78,0.45,1.6,0.71,0.11,0.4,0.0,0.0,
YSV,YOSEMITE HEADQUARTERS,1.15,4.9,10.49,1.1,0.37,3.18,1.58,1.07,0.12,0.0,0.0,0.87
YRK,YREKA,0.45,3.57,5.61,1.54,0.41,0.71,0.91,1.43,0.12,0.0,0.9,1.16
